Total[MWh],Residual load[MWh],Datetime,Weekday,Weekclass,Year,Month,Hour,Grouped_daytype
67604.0,0.0,2019-05-09 13:00:00,Thu,4.0,2019,05,13,Tuesday-Thursday
66573.0,0.0,2019-05-09 14:00:00,Thu,4.0,2019,05,14,Tuesday-Thursday
65865.0,0.0,2019-05-09 15:00:00,Thu,4.0,2019,05,15,Tuesday-Thursday
63772.0,0.0,2019-05-09 16:00:00,Thu,4.0,2019,05,16,Tuesday-Thursday
63380.0,0.0,2019-05-09 17:00:00,Thu,4.0,2019,05,17,Tuesday-Thursday
63131.0,0.0,2019-05-09 18:00:00,Thu,4.0,2019,05,18,Tuesday-Thursday
62697.0,0.0,2019-05-09 19:00:00,Thu,4.0,2019,05,19,Tuesday-Thursday
61522.0,0.0,2019-05-09 20:00:00,Thu,4.0,2019,05,20,Tuesday-Thursday
59758.0,0.0,2019-05-09 21:00:00,Thu,4.0,2019,05,21,Tuesday-Thursday
56544.0,0.0,2019-05-09 22:00:00,Thu,4.0,2019,05,22,Tuesday-Thursday
52246.0,0.0,2019-05-09 23:00:00,Thu,4.0,2019,05,23,Tuesday-Thursday
48181.0,0.0,2019-05-10 00:00:00,Fri,5.0,2019,05,00,Friday
46430.0,0.0,2019-05-10 01:00:00,Fri,5.0,2019,05,01,Friday
46049.0,0.0,2019-05-10 02:00:00,Fri,5.0,2019,05,02,Friday
46063.0,0.0,2019-05-10 03:00:00,Fri,5.0,2019,05,03,Friday
48176.0,0.0,2019-05-10 04:00:00,Fri,5.0,2019,05,04,Friday
51348.0,0.0,2019-05-10 05:00:00,Fri,5.0,2019,05,05,Friday
57507.0,0.0,2019-05-10 06:00:00,Fri,5.0,2019,05,06,Friday
63925.0,0.0,2019-05-10 07:00:00,Fri,5.0,2019,05,07,Friday
66330.0,0.0,2019-05-10 08:00:00,Fri,5.0,2019,05,08,Friday
66453.0,0.0,2019-05-10 09:00:00,Fri,5.0,2019,05,09,Friday
68362.0,0.0,2019-05-10 10:00:00,Fri,5.0,2019,05,10,Friday
69023.0,0.0,2019-05-10 11:00:00,Fri,5.0,2019,05,11,Friday
68143.0,0.0,2019-05-10 12:00:00,Fri,5.0,2019,05,12,Friday
66523.0,0.0,2019-05-10 13:00:00,Fri,5.0,2019,05,13,Friday
64343.0,0.0,2019-05-10 14:00:00,Fri,5.0,2019,05,14,Friday
62598.0,0.0,2019-05-10 15:00:00,Fri,5.0,2019,05,15,Friday
61970.0,0.0,2019-05-10 16:00:00,Fri,5.0,2019,05,16,Friday
61514.0,0.0,2019-05-10 17:00:00,Fri,5.0,2019,05,17,Friday
60554.0,0.0,2019-05-10 18:00:00,Fri,5.0,2019,05,18,Friday
60469.0,0.0,2019-05-10 19:00:00,Fri,5.0,2019,05,19,Friday
58661.0,0.0,2019-05-10 20:00:00,Fri,5.0,2019,05,20,Friday
57068.0,0.0,2019-05-10 21:00:00,Fri,5.0,2019,05,21,Friday
54146.0,0.0,2019-05-10 22:00:00,Fri,5.0,2019,05,22,Friday
50444.0,0.0,2019-05-10 23:00:00,Fri,5.0,2019,05,23,Friday
46781.0,0.0,2019-05-11 00:00:00,Sat,6.0,2019,05,00,Saturday
44025.0,0.0,2019-05-11 01:00:00,Sat,6.0,2019,05,01,Saturday
42608.0,0.0,2019-05-11 02:00:00,Sat,6.0,2019,05,02,Saturday
42286.0,0.0,2019-05-11 03:00:00,Sat,6.0,2019,05,03,Saturday
42654.0,0.0,2019-05-11 04:00:00,Sat,6.0,2019,05,04,Saturday
42997.0,0.0,2019-05-11 05:00:00,Sat,6.0,2019,05,05,Saturday
43919.0,0.0,2019-05-11 06:00:00,Sat,6.0,2019,05,06,Saturday
47487.0,0.0,2019-05-11 07:00:00,Sat,6.0,2019,05,07,Saturday
51309.0,0.0,2019-05-11 08:00:00,Sat,6.0,2019,05,08,Saturday
53635.0,0.0,2019-05-11 09:00:00,Sat,6.0,2019,05,09,Saturday
55752.0,0.0,2019-05-11 10:00:00,Sat,6.0,2019,05,10,Saturday
56676.0,0.0,2019-05-11 11:00:00,Sat,6.0,2019,05,11,Saturday
56106.0,0.0,2019-05-11 12:00:00,Sat,6.0,2019,05,12,Saturday
54351.0,0.0,2019-05-11 13:00:00,Sat,6.0,2019,05,13,Saturday
52218.0,0.0,2019-05-11 14:00:00,Sat,6.0,2019,05,14,Saturday
52233.0,0.0,2019-05-11 15:00:00,Sat,6.0,2019,05,15,Saturday
51543.0,0.0,2019-05-11 16:00:00,Sat,6.0,2019,05,16,Saturday
51986.0,0.0,2019-05-11 17:00:00,Sat,6.0,2019,05,17,Saturday
52817.0,0.0,2019-05-11 18:00:00,Sat,6.0,2019,05,18,Saturday
52725.0,0.0,2019-05-11 19:00:00,Sat,6.0,2019,05,19,Saturday
51312.0,0.0,2019-05-11 20:00:00,Sat,6.0,2019,05,20,Saturday
50382.0,0.0,2019-05-11 21:00:00,Sat,6.0,2019,05,21,Saturday
49006.0,0.0,2019-05-11 22:00:00,Sat,6.0,2019,05,22,Saturday
46068.0,0.0,2019-05-11 23:00:00,Sat,6.0,2019,05,23,Saturday
42594.0,0.0,2019-05-12 00:00:00,Sun,0.0,2019,05,00,Sunday
40744.0,0.0,2019-05-12 01:00:00,Sun,0.0,2019,05,01,Sunday
39948.0,0.0,2019-05-12 02:00:00,Sun,0.0,2019,05,02,Sunday
39661.0,0.0,2019-05-12 03:00:00,Sun,0.0,2019,05,03,Sunday
39791.0,0.0,2019-05-12 04:00:00,Sun,0.0,2019,05,04,Sunday
39540.0,0.0,2019-05-12 05:00:00,Sun,0.0,2019,05,05,Sunday
39458.0,0.0,2019-05-12 06:00:00,Sun,0.0,2019,05,06,Sunday
41387.0,0.0,2019-05-12 07:00:00,Sun,0.0,2019,05,07,Sunday
44827.0,0.0,2019-05-12 08:00:00,Sun,0.0,2019,05,08,Sunday
47663.0,0.0,2019-05-12 09:00:00,Sun,0.0,2019,05,09,Sunday
49271.0,0.0,2019-05-12 10:00:00,Sun,0.0,2019,05,10,Sunday
50579.0,0.0,2019-05-12 11:00:00,Sun,0.0,2019,05,11,Sunday
50500.0,0.0,2019-05-12 12:00:00,Sun,0.0,2019,05,12,Sunday
48178.0,0.0,2019-05-12 13:00:00,Sun,0.0,2019,05,13,Sunday
46896.0,0.0,2019-05-12 14:00:00,Sun,0.0,2019,05,14,Sunday
46016.0,0.0,2019-05-12 15:00:00,Sun,0.0,2019,05,15,Sunday
45683.0,0.0,2019-05-12 16:00:00,Sun,0.0,2019,05,16,Sunday
46624.0,0.0,2019-05-12 17:00:00,Sun,0.0,2019,05,17,Sunday
48297.0,0.0,2019-05-12 18:00:00,Sun,0.0,2019,05,18,Sunday
49242.0,0.0,2019-05-12 19:00:00,Sun,0.0,2019,05,19,Sunday
48774.0,0.0,2019-05-12 20:00:00,Sun,0.0,2019,05,20,Sunday
49121.0,0.0,2019-05-12 21:00:00,Sun,0.0,2019,05,21,Sunday
48890.0,0.0,2019-05-12 22:00:00,Sun,0.0,2019,05,22,Sunday
45285.0,0.0,2019-05-12 23:00:00,Sun,0.0,2019,05,23,Sunday
43263.0,0.0,2019-05-13 00:00:00,Mon,1.0,2019,05,00,Monday
41948.0,0.0,2019-05-13 01:00:00,Mon,1.0,2019,05,01,Monday
41258.0,0.0,2019-05-13 02:00:00,Mon,1.0,2019,05,02,Monday
42080.0,0.0,2019-05-13 03:00:00,Mon,1.0,2019,05,03,Monday
44263.0,0.0,2019-05-13 04:00:00,Mon,1.0,2019,05,04,Monday
47963.0,0.0,2019-05-13 05:00:00,Mon,1.0,2019,05,05,Monday
55753.0,0.0,2019-05-13 06:00:00,Mon,1.0,2019,05,06,Monday
61270.0,0.0,2019-05-13 07:00:00,Mon,1.0,2019,05,07,Monday
64281.0,0.0,2019-05-13 08:00:00,Mon,1.0,2019,05,08,Monday
64693.0,0.0,2019-05-13 09:00:00,Mon,1.0,2019,05,09,Monday
65854.0,0.0,2019-05-13 10:00:00,Mon,1.0,2019,05,10,Monday
67355.0,0.0,2019-05-13 11:00:00,Mon,1.0,2019,05,11,Monday
66604.0,0.0,2019-05-13 12:00:00,Mon,1.0,2019,05,12,Monday
65450.0,0.0,2019-05-13 13:00:00,Mon,1.0,2019,05,13,Monday
64088.0,0.0,2019-05-13 14:00:00,Mon,1.0,2019,05,14,Monday
63075.0,0.0,2019-05-13 15:00:00,Mon,1.0,2019,05,15,Monday
61903.0,0.0,2019-05-13 16:00:00,Mon,1.0,2019,05,16,Monday
61662.0,0.0,2019-05-13 17:00:00,Mon,1.0,2019,05,17,Monday
61506.0,0.0,2019-05-13 18:00:00,Mon,1.0,2019,05,18,Monday
61167.0,0.0,2019-05-13 19:00:00,Mon,1.0,2019,05,19,Monday
59960.0,0.0,2019-05-13 20:00:00,Mon,1.0,2019,05,20,Monday
58306.0,0.0,2019-05-13 21:00:00,Mon,1.0,2019,05,21,Monday
55384.0,0.0,2019-05-13 22:00:00,Mon,1.0,2019,05,22,Monday
50309.0,0.0,2019-05-13 23:00:00,Mon,1.0,2019,05,23,Monday
47583.0,0.0,2019-05-14 00:00:00,Tue,2.0,2019,05,00,Tuesday-Thursday
45801.0,0.0,2019-05-14 01:00:00,Tue,2.0,2019,05,01,Tuesday-Thursday
45032.0,0.0,2019-05-14 02:00:00,Tue,2.0,2019,05,02,Tuesday-Thursday
45533.0,0.0,2019-05-14 03:00:00,Tue,2.0,2019,05,03,Tuesday-Thursday
47666.0,0.0,2019-05-14 04:00:00,Tue,2.0,2019,05,04,Tuesday-Thursday
50745.0,0.0,2019-05-14 05:00:00,Tue,2.0,2019,05,05,Tuesday-Thursday
57502.0,0.0,2019-05-14 06:00:00,Tue,2.0,2019,05,06,Tuesday-Thursday
62989.0,0.0,2019-05-14 07:00:00,Tue,2.0,2019,05,07,Tuesday-Thursday
65479.0,0.0,2019-05-14 08:00:00,Tue,2.0,2019,05,08,Tuesday-Thursday
66200.0,0.0,2019-05-14 09:00:00,Tue,2.0,2019,05,09,Tuesday-Thursday
67476.0,0.0,2019-05-14 10:00:00,Tue,2.0,2019,05,10,Tuesday-Thursday
68845.0,0.0,2019-05-14 11:00:00,Tue,2.0,2019,05,11,Tuesday-Thursday
67368.0,0.0,2019-05-14 12:00:00,Tue,2.0,2019,05,12,Tuesday-Thursday
66348.0,0.0,2019-05-14 13:00:00,Tue,2.0,2019,05,13,Tuesday-Thursday
65097.0,0.0,2019-05-14 14:00:00,Tue,2.0,2019,05,14,Tuesday-Thursday
64480.0,0.0,2019-05-14 15:00:00,Tue,2.0,2019,05,15,Tuesday-Thursday
62873.0,0.0,2019-05-14 16:00:00,Tue,2.0,2019,05,16,Tuesday-Thursday
62425.0,0.0,2019-05-14 17:00:00,Tue,2.0,2019,05,17,Tuesday-Thursday
62512.0,0.0,2019-05-14 18:00:00,Tue,2.0,2019,05,18,Tuesday-Thursday
62406.0,0.0,2019-05-14 19:00:00,Tue,2.0,2019,05,19,Tuesday-Thursday
61173.0,0.0,2019-05-14 20:00:00,Tue,2.0,2019,05,20,Tuesday-Thursday
59171.0,0.0,2019-05-14 21:00:00,Tue,2.0,2019,05,21,Tuesday-Thursday
55999.0,0.0,2019-05-14 22:00:00,Tue,2.0,2019,05,22,Tuesday-Thursday
51726.0,0.0,2019-05-14 23:00:00,Tue,2.0,2019,05,23,Tuesday-Thursday
48608.0,0.0,2019-05-15 00:00:00,Wed,3.0,2019,05,00,Tuesday-Thursday
46551.0,0.0,2019-05-15 01:00:00,Wed,3.0,2019,05,01,Tuesday-Thursday
45857.0,0.0,2019-05-15 02:00:00,Wed,3.0,2019,05,02,Tuesday-Thursday
46453.0,0.0,2019-05-15 03:00:00,Wed,3.0,2019,05,03,Tuesday-Thursday
48125.0,0.0,2019-05-15 04:00:00,Wed,3.0,2019,05,04,Tuesday-Thursday
51150.0,0.0,2019-05-15 05:00:00,Wed,3.0,2019,05,05,Tuesday-Thursday
58061.0,0.0,2019-05-15 06:00:00,Wed,3.0,2019,05,06,Tuesday-Thursday
63309.0,0.0,2019-05-15 07:00:00,Wed,3.0,2019,05,07,Tuesday-Thursday
65789.0,0.0,2019-05-15 08:00:00,Wed,3.0,2019,05,08,Tuesday-Thursday
66201.0,0.0,2019-05-15 09:00:00,Wed,3.0,2019,05,09,Tuesday-Thursday
66976.0,0.0,2019-05-15 10:00:00,Wed,3.0,2019,05,10,Tuesday-Thursday
68664.0,0.0,2019-05-15 11:00:00,Wed,3.0,2019,05,11,Tuesday-Thursday
68307.0,0.0,2019-05-15 12:00:00,Wed,3.0,2019,05,12,Tuesday-Thursday
66995.0,0.0,2019-05-15 13:00:00,Wed,3.0,2019,05,13,Tuesday-Thursday
66268.0,0.0,2019-05-15 14:00:00,Wed,3.0,2019,05,14,Tuesday-Thursday
65541.0,0.0,2019-05-15 15:00:00,Wed,3.0,2019,05,15,Tuesday-Thursday
63998.0,0.0,2019-05-15 16:00:00,Wed,3.0,2019,05,16,Tuesday-Thursday
64149.0,0.0,2019-05-15 17:00:00,Wed,3.0,2019,05,17,Tuesday-Thursday
64184.0,0.0,2019-05-15 18:00:00,Wed,3.0,2019,05,18,Tuesday-Thursday
63866.0,0.0,2019-05-15 19:00:00,Wed,3.0,2019,05,19,Tuesday-Thursday
61774.0,0.0,2019-05-15 20:00:00,Wed,3.0,2019,05,20,Tuesday-Thursday
59980.0,0.0,2019-05-15 21:00:00,Wed,3.0,2019,05,21,Tuesday-Thursday
56408.0,0.0,2019-05-15 22:00:00,Wed,3.0,2019,05,22,Tuesday-Thursday
52069.0,0.0,2019-05-15 23:00:00,Wed,3.0,2019,05,23,Tuesday-Thursday
49006.0,0.0,2019-05-16 00:00:00,Thu,4.0,2019,05,00,Tuesday-Thursday
47275.0,0.0,2019-05-16 01:00:00,Thu,4.0,2019,05,01,Tuesday-Thursday
46660.0,0.0,2019-05-16 02:00:00,Thu,4.0,2019,05,02,Tuesday-Thursday
47087.0,0.0,2019-05-16 03:00:00,Thu,4.0,2019,05,03,Tuesday-Thursday
48745.0,0.0,2019-05-16 04:00:00,Thu,4.0,2019,05,04,Tuesday-Thursday
52017.0,0.0,2019-05-16 05:00:00,Thu,4.0,2019,05,05,Tuesday-Thursday
58858.0,0.0,2019-05-16 06:00:00,Thu,4.0,2019,05,06,Tuesday-Thursday
63574.0,0.0,2019-05-16 07:00:00,Thu,4.0,2019,05,07,Tuesday-Thursday
66600.0,0.0,2019-05-16 08:00:00,Thu,4.0,2019,05,08,Tuesday-Thursday
67934.0,0.0,2019-05-16 09:00:00,Thu,4.0,2019,05,09,Tuesday-Thursday
68866.0,0.0,2019-05-16 10:00:00,Thu,4.0,2019,05,10,Tuesday-Thursday
69526.0,0.0,2019-05-16 11:00:00,Thu,4.0,2019,05,11,Tuesday-Thursday
68332.0,0.0,2019-05-16 12:00:00,Thu,4.0,2019,05,12,Tuesday-Thursday
67747.0,0.0,2019-05-16 13:00:00,Thu,4.0,2019,05,13,Tuesday-Thursday
66912.0,0.0,2019-05-16 14:00:00,Thu,4.0,2019,05,14,Tuesday-Thursday
66218.0,0.0,2019-05-16 15:00:00,Thu,4.0,2019,05,15,Tuesday-Thursday
65828.0,0.0,2019-05-16 16:00:00,Thu,4.0,2019,05,16,Tuesday-Thursday
65916.0,0.0,2019-05-16 17:00:00,Thu,4.0,2019,05,17,Tuesday-Thursday
65085.0,0.0,2019-05-16 18:00:00,Thu,4.0,2019,05,18,Tuesday-Thursday
64473.0,0.0,2019-05-16 19:00:00,Thu,4.0,2019,05,19,Tuesday-Thursday
62472.0,0.0,2019-05-16 20:00:00,Thu,4.0,2019,05,20,Tuesday-Thursday
60781.0,0.0,2019-05-16 21:00:00,Thu,4.0,2019,05,21,Tuesday-Thursday
57418.0,0.0,2019-05-16 22:00:00,Thu,4.0,2019,05,22,Tuesday-Thursday
52981.0,0.0,2019-05-16 23:00:00,Thu,4.0,2019,05,23,Tuesday-Thursday
49510.0,0.0,2019-05-17 00:00:00,Fri,5.0,2019,05,00,Friday
47913.0,0.0,2019-05-17 01:00:00,Fri,5.0,2019,05,01,Friday
46910.0,0.0,2019-05-17 02:00:00,Fri,5.0,2019,05,02,Friday
47368.0,0.0,2019-05-17 03:00:00,Fri,5.0,2019,05,03,Friday
48739.0,0.0,2019-05-17 04:00:00,Fri,5.0,2019,05,04,Friday
51846.0,0.0,2019-05-17 05:00:00,Fri,5.0,2019,05,05,Friday
59022.0,0.0,2019-05-17 06:00:00,Fri,5.0,2019,05,06,Friday
64368.0,0.0,2019-05-17 07:00:00,Fri,5.0,2019,05,07,Friday
66841.0,0.0,2019-05-17 08:00:00,Fri,5.0,2019,05,08,Friday
67051.0,0.0,2019-05-17 09:00:00,Fri,5.0,2019,05,09,Friday
67531.0,0.0,2019-05-17 10:00:00,Fri,5.0,2019,05,10,Friday
68461.0,0.0,2019-05-17 11:00:00,Fri,5.0,2019,05,11,Friday
67883.0,0.0,2019-05-17 12:00:00,Fri,5.0,2019,05,12,Friday
66598.0,0.0,2019-05-17 13:00:00,Fri,5.0,2019,05,13,Friday
64344.0,0.0,2019-05-17 14:00:00,Fri,5.0,2019,05,14,Friday
63231.0,0.0,2019-05-17 15:00:00,Fri,5.0,2019,05,15,Friday
62089.0,0.0,2019-05-17 16:00:00,Fri,5.0,2019,05,16,Friday
61452.0,0.0,2019-05-17 17:00:00,Fri,5.0,2019,05,17,Friday
60784.0,0.0,2019-05-17 18:00:00,Fri,5.0,2019,05,18,Friday
60371.0,0.0,2019-05-17 19:00:00,Fri,5.0,2019,05,19,Friday
58758.0,0.0,2019-05-17 20:00:00,Fri,5.0,2019,05,20,Friday
56816.0,0.0,2019-05-17 21:00:00,Fri,5.0,2019,05,21,Friday
54096.0,0.0,2019-05-17 22:00:00,Fri,5.0,2019,05,22,Friday
49819.0,0.0,2019-05-17 23:00:00,Fri,5.0,2019,05,23,Friday
45784.0,0.0,2019-05-18 00:00:00,Sat,6.0,2019,05,00,Saturday
43888.0,0.0,2019-05-18 01:00:00,Sat,6.0,2019,05,01,Saturday
42720.0,0.0,2019-05-18 02:00:00,Sat,6.0,2019,05,02,Saturday
42356.0,0.0,2019-05-18 03:00:00,Sat,6.0,2019,05,03,Saturday
42610.0,0.0,2019-05-18 04:00:00,Sat,6.0,2019,05,04,Saturday
42294.0,0.0,2019-05-18 05:00:00,Sat,6.0,2019,05,05,Saturday
43285.0,0.0,2019-05-18 06:00:00,Sat,6.0,2019,05,06,Saturday
46801.0,0.0,2019-05-18 07:00:00,Sat,6.0,2019,05,07,Saturday
50641.0,0.0,2019-05-18 08:00:00,Sat,6.0,2019,05,08,Saturday
52772.0,0.0,2019-05-18 09:00:00,Sat,6.0,2019,05,09,Saturday
54060.0,0.0,2019-05-18 10:00:00,Sat,6.0,2019,05,10,Saturday
54790.0,0.0,2019-05-18 11:00:00,Sat,6.0,2019,05,11,Saturday
54460.0,0.0,2019-05-18 12:00:00,Sat,6.0,2019,05,12,Saturday
52950.0,0.0,2019-05-18 13:00:00,Sat,6.0,2019,05,13,Saturday
51358.0,0.0,2019-05-18 14:00:00,Sat,6.0,2019,05,14,Saturday
50348.0,0.0,2019-05-18 15:00:00,Sat,6.0,2019,05,15,Saturday
49189.0,0.0,2019-05-18 16:00:00,Sat,6.0,2019,05,16,Saturday
49490.0,0.0,2019-05-18 17:00:00,Sat,6.0,2019,05,17,Saturday
50491.0,0.0,2019-05-18 18:00:00,Sat,6.0,2019,05,18,Saturday
50266.0,0.0,2019-05-18 19:00:00,Sat,6.0,2019,05,19,Saturday
49033.0,0.0,2019-05-18 20:00:00,Sat,6.0,2019,05,20,Saturday
48365.0,0.0,2019-05-18 21:00:00,Sat,6.0,2019,05,21,Saturday
47298.0,0.0,2019-05-18 22:00:00,Sat,6.0,2019,05,22,Saturday
43908.0,0.0,2019-05-18 23:00:00,Sat,6.0,2019,05,23,Saturday
40826.0,0.0,2019-05-19 00:00:00,Sun,0.0,2019,05,00,Sunday
37939.0,0.0,2019-05-19 01:00:00,Sun,0.0,2019,05,01,Sunday
36358.0,0.0,2019-05-19 02:00:00,Sun,0.0,2019,05,02,Sunday
35985.0,0.0,2019-05-19 03:00:00,Sun,0.0,2019,05,03,Sunday
36707.0,0.0,2019-05-19 04:00:00,Sun,0.0,2019,05,04,Sunday
36405.0,0.0,2019-05-19 05:00:00,Sun,0.0,2019,05,05,Sunday
36542.0,0.0,2019-05-19 06:00:00,Sun,0.0,2019,05,06,Sunday
39215.0,0.0,2019-05-19 07:00:00,Sun,0.0,2019,05,07,Sunday
42866.0,0.0,2019-05-19 08:00:00,Sun,0.0,2019,05,08,Sunday
45364.0,0.0,2019-05-19 09:00:00,Sun,0.0,2019,05,09,Sunday
47264.0,0.0,2019-05-19 10:00:00,Sun,0.0,2019,05,10,Sunday
49563.0,0.0,2019-05-19 11:00:00,Sun,0.0,2019,05,11,Sunday
49895.0,0.0,2019-05-19 12:00:00,Sun,0.0,2019,05,12,Sunday
48042.0,0.0,2019-05-19 13:00:00,Sun,0.0,2019,05,13,Sunday
46241.0,0.0,2019-05-19 14:00:00,Sun,0.0,2019,05,14,Sunday
45971.0,0.0,2019-05-19 15:00:00,Sun,0.0,2019,05,15,Sunday
45792.0,0.0,2019-05-19 16:00:00,Sun,0.0,2019,05,16,Sunday
47130.0,0.0,2019-05-19 17:00:00,Sun,0.0,2019,05,17,Sunday
48631.0,0.0,2019-05-19 18:00:00,Sun,0.0,2019,05,18,Sunday
49592.0,0.0,2019-05-19 19:00:00,Sun,0.0,2019,05,19,Sunday
49558.0,0.0,2019-05-19 20:00:00,Sun,0.0,2019,05,20,Sunday
49059.0,0.0,2019-05-19 21:00:00,Sun,0.0,2019,05,21,Sunday
48627.0,0.0,2019-05-19 22:00:00,Sun,0.0,2019,05,22,Sunday
45028.0,0.0,2019-05-19 23:00:00,Sun,0.0,2019,05,23,Sunday
42020.0,0.0,2019-05-20 00:00:00,Mon,1.0,2019,05,00,Monday
40292.0,0.0,2019-05-20 01:00:00,Mon,1.0,2019,05,01,Monday
39946.0,0.0,2019-05-20 02:00:00,Mon,1.0,2019,05,02,Monday
40490.0,0.0,2019-05-20 03:00:00,Mon,1.0,2019,05,03,Monday
41990.0,0.0,2019-05-20 04:00:00,Mon,1.0,2019,05,04,Monday
45595.0,0.0,2019-05-20 05:00:00,Mon,1.0,2019,05,05,Monday
54850.0,0.0,2019-05-20 06:00:00,Mon,1.0,2019,05,06,Monday
60858.0,0.0,2019-05-20 07:00:00,Mon,1.0,2019,05,07,Monday
63708.0,0.0,2019-05-20 08:00:00,Mon,1.0,2019,05,08,Monday
64675.0,0.0,2019-05-20 09:00:00,Mon,1.0,2019,05,09,Monday
66171.0,0.0,2019-05-20 10:00:00,Mon,1.0,2019,05,10,Monday
67711.0,0.0,2019-05-20 11:00:00,Mon,1.0,2019,05,11,Monday
67841.0,0.0,2019-05-20 12:00:00,Mon,1.0,2019,05,12,Monday
67847.0,0.0,2019-05-20 13:00:00,Mon,1.0,2019,05,13,Monday
66451.0,0.0,2019-05-20 14:00:00,Mon,1.0,2019,05,14,Monday
65521.0,0.0,2019-05-20 15:00:00,Mon,1.0,2019,05,15,Monday
64158.0,0.0,2019-05-20 16:00:00,Mon,1.0,2019,05,16,Monday
64149.0,0.0,2019-05-20 17:00:00,Mon,1.0,2019,05,17,Monday
64001.0,0.0,2019-05-20 18:00:00,Mon,1.0,2019,05,18,Monday
63054.0,0.0,2019-05-20 19:00:00,Mon,1.0,2019,05,19,Monday
61510.0,0.0,2019-05-20 20:00:00,Mon,1.0,2019,05,20,Monday
58774.0,0.0,2019-05-20 21:00:00,Mon,1.0,2019,05,21,Monday
55579.0,0.0,2019-05-20 22:00:00,Mon,1.0,2019,05,22,Monday
50876.0,0.0,2019-05-20 23:00:00,Mon,1.0,2019,05,23,Monday
47568.0,0.0,2019-05-21 00:00:00,Tue,2.0,2019,05,00,Tuesday-Thursday
45650.0,0.0,2019-05-21 01:00:00,Tue,2.0,2019,05,01,Tuesday-Thursday
44509.0,0.0,2019-05-21 02:00:00,Tue,2.0,2019,05,02,Tuesday-Thursday
45003.0,0.0,2019-05-21 03:00:00,Tue,2.0,2019,05,03,Tuesday-Thursday
46833.0,0.0,2019-05-21 04:00:00,Tue,2.0,2019,05,04,Tuesday-Thursday
50124.0,0.0,2019-05-21 05:00:00,Tue,2.0,2019,05,05,Tuesday-Thursday
57612.0,0.0,2019-05-21 06:00:00,Tue,2.0,2019,05,06,Tuesday-Thursday
63201.0,0.0,2019-05-21 07:00:00,Tue,2.0,2019,05,07,Tuesday-Thursday
66871.0,0.0,2019-05-21 08:00:00,Tue,2.0,2019,05,08,Tuesday-Thursday
67699.0,0.0,2019-05-21 09:00:00,Tue,2.0,2019,05,09,Tuesday-Thursday
68656.0,0.0,2019-05-21 10:00:00,Tue,2.0,2019,05,10,Tuesday-Thursday
70255.0,0.0,2019-05-21 11:00:00,Tue,2.0,2019,05,11,Tuesday-Thursday
69909.0,0.0,2019-05-21 12:00:00,Tue,2.0,2019,05,12,Tuesday-Thursday
68678.0,0.0,2019-05-21 13:00:00,Tue,2.0,2019,05,13,Tuesday-Thursday
67857.0,0.0,2019-05-21 14:00:00,Tue,2.0,2019,05,14,Tuesday-Thursday
66840.0,0.0,2019-05-21 15:00:00,Tue,2.0,2019,05,15,Tuesday-Thursday
65312.0,0.0,2019-05-21 16:00:00,Tue,2.0,2019,05,16,Tuesday-Thursday
65373.0,0.0,2019-05-21 17:00:00,Tue,2.0,2019,05,17,Tuesday-Thursday
64941.0,0.0,2019-05-21 18:00:00,Tue,2.0,2019,05,18,Tuesday-Thursday
64186.0,0.0,2019-05-21 19:00:00,Tue,2.0,2019,05,19,Tuesday-Thursday
61952.0,0.0,2019-05-21 20:00:00,Tue,2.0,2019,05,20,Tuesday-Thursday
60016.0,0.0,2019-05-21 21:00:00,Tue,2.0,2019,05,21,Tuesday-Thursday
56524.0,0.0,2019-05-21 22:00:00,Tue,2.0,2019,05,22,Tuesday-Thursday
51381.0,0.0,2019-05-21 23:00:00,Tue,2.0,2019,05,23,Tuesday-Thursday
48081.0,0.0,2019-05-22 00:00:00,Wed,3.0,2019,05,00,Tuesday-Thursday
46445.0,0.0,2019-05-22 01:00:00,Wed,3.0,2019,05,01,Tuesday-Thursday
45570.0,0.0,2019-05-22 02:00:00,Wed,3.0,2019,05,02,Tuesday-Thursday
45699.0,0.0,2019-05-22 03:00:00,Wed,3.0,2019,05,03,Tuesday-Thursday
47035.0,0.0,2019-05-22 04:00:00,Wed,3.0,2019,05,04,Tuesday-Thursday
50207.0,0.0,2019-05-22 05:00:00,Wed,3.0,2019,05,05,Tuesday-Thursday
57764.0,0.0,2019-05-22 06:00:00,Wed,3.0,2019,05,06,Tuesday-Thursday
64321.0,0.0,2019-05-22 07:00:00,Wed,3.0,2019,05,07,Tuesday-Thursday
67356.0,0.0,2019-05-22 08:00:00,Wed,3.0,2019,05,08,Tuesday-Thursday
67935.0,0.0,2019-05-22 09:00:00,Wed,3.0,2019,05,09,Tuesday-Thursday
68645.0,0.0,2019-05-22 10:00:00,Wed,3.0,2019,05,10,Tuesday-Thursday
69777.0,0.0,2019-05-22 11:00:00,Wed,3.0,2019,05,11,Tuesday-Thursday
68346.0,0.0,2019-05-22 12:00:00,Wed,3.0,2019,05,12,Tuesday-Thursday
67151.0,0.0,2019-05-22 13:00:00,Wed,3.0,2019,05,13,Tuesday-Thursday
65840.0,0.0,2019-05-22 14:00:00,Wed,3.0,2019,05,14,Tuesday-Thursday
64435.0,0.0,2019-05-22 15:00:00,Wed,3.0,2019,05,15,Tuesday-Thursday
62352.0,0.0,2019-05-22 16:00:00,Wed,3.0,2019,05,16,Tuesday-Thursday
